X__1,FDR,desc
PBANKA_0406700,0.0337060726683982,"activator of Hsp90 ATPase, putative"
PBANKA_0406800,0.00204333449239345,"pre-mRNA-processing factor 19, putative"
PBANKA_0407000,8.72753495360617e-11,"conserved Plasmodium protein, unknown function"
PBANKA_0407100,3.0554798130048e-05,"splicing factor 3B subunit 1, putative"
PBANKA_0407600,0.00490965099031576,asparagine synthetase [glutamine-hydrolyzing]
PBANKA_0408200,0.0035003228957340006,calcium-dependent protein kinase 3
PBANKA_0408400,3.45612908765623e-05,"phosphoglycerate mutase, putative"
PBANKA_0409100,4.3453431531645695e-25,"pre-mRNA splicing factor, putative"
PBANKA_0409400,9.49041546827025e-09,"protein kinase, putative"
PBANKA_0409600,0.0008934627834647869,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1, putative"
PBANKA_0409700,0.000408585543735291,"plasmepsin VI, putative"
PBANKA_0410000,6.2727769666391495e-15,"conserved Plasmodium protein, unknown function"
PBANKA_0410700,2.58971839195876e-11,"conserved Plasmodium protein, unknown function"
PBANKA_0412400,0.009690951023222791,"RING finger protein RNF1, putative"
PBANKA_0412800,0.000114972593615841,"eukaryotic translation initiation factor 4E, putative"
PBANKA_0412900,0.0124238965672913,circumsporozoite- and TRAP-related protein
PBANKA_0413400,9.07872355941918e-05,"zinc finger protein, putative"
PBANKA_0413800,1.4222003806437e-09,"microneme associated antigen, putative"
PBANKA_0414400,0.000831063273709704,"formate-nitrite transporter, putative"
PBANKA_0414600,0.008829604004532659,"40S ribosomal protein S15A, putative"
PBANKA_0414800,0.000507272942618791,arginase
PBANKA_0415900,0.00060651677204094,"conserved Plasmodium protein, unknown function"
PBANKA_0416000,1.4058268649765102e-08,"high molecular weight rhoptry protein 3, putative"
PBANKA_0416100,0.0191128890494712,"dynein heavy chain, putative"
PBANKA_0416200,0.0199283715591922,"mitochondrial carrier protein, putative"
PBANKA_0416300,0.00165588432030739,"nucleoporin NUP100/NSP100, putative"
PBANKA_0416500,5.0897939748084794e-05,copper-transporting ATPase
PBANKA_0416600,0.0424229687800279,"replication protein A1, small fragment"
PBANKA_0416800,0.000100341993348929,"ubiquitin specific protease, putative"
PBANKA_0417300,0.0352275157530532,"AP-4 complex subunit epsilon, putative"
PBANKA_0417400,0.0471993658062451,"GTPase-activating protein, putative"
PBANKA_0417500,3.2465133944030893e-21,"60S ribosomal protein L32, putative"
PBANKA_0417700,2.94164530632705e-05,alpha tubulin 1
PBANKA_0417800,0.0250900797862607,"conserved Plasmodium protein, unknown function"
PBANKA_0417900,0.0402730872817359,"conserved Plasmodium protein, unknown function"
PBANKA_0418200,3.90418441821813e-18,"ras-related protein RAB7, putative"
PBANKA_0501200,3.5315031693742993e-22,early transcribed membrane protein
PBANKA_0501300,1.7481121460273199e-09,"DNA polymerase delta catalytic subunit, putative"
PBANKA_0501400,1.1522769278846901e-11,"rhoptry neck protein 12, putative"
PBANKA_0501700,3.8823539938949396e-29,"phosphomannomutase, putative"
PBANKA_0501800,1.17453501689019e-09,"myosin essential light chain ELC, putative"
PBANKA_0502200,0.031223840961101004,"26S proteasome regulatory subunit p55, putative"
PBANKA_0502700,1.7757562773607698e-29,"pre-mRNA-splicing factor RDS3, putative"
PBANKA_0503600,3.09130516539064e-10,"60S ribosomal protein L30e, putative"
PBANKA_0504200,0.00614199253093646,"RNA-binding protein 34, putative"
PBANKA_0504400,0.0250948169209886,"conserved Plasmodium protein, unknown function"
PBANKA_0504500,0.0177005133579653,"cytoplasmic dynein intermediate chain, putative"
PBANKA_0505000,9.0349204606568e-46,"dihydrolipoamide acyltransferase, putative"
PBANKA_0505200,0.0300249858713265,"conserved Plasmodium protein, unknown function"
PBANKA_0506200,3.1364902838667e-05,"RNA-binding protein, putative"
PBANKA_0506500,9.41906736317918e-10,ZIP domain-containing protein
PBANKA_0506600,0.0266234986062764,"serine/arginine-rich splicing factor 4, putative"
PBANKA_0506700,0.0012290934938136802,"citrate synthase, mitochondrial, putative"
PBANKA_0506900,1.4925150970571399e-05,"phospholipid scramblase, putative"
PBANKA_0507300,6.773378649953321e-07,"dynein heavy chain, putative"
PBANKA_0508000,0.0219252197264497,"conserved Plasmodium protein, unknown function"
PBANKA_0508300,2.5770617388121e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0510100,0.000452848340422406,"conserved Plasmodium protein, unknown function"
PBANKA_0510400,3.77039992140029e-08,"conserved Plasmodium protein, unknown function"
PBANKA_0510700,0.0191724233959658,"conserved Plasmodium protein, unknown function"
PBANKA_0510900,1.8643453658018803e-17,"40S ribosomal protein S2, putative"
PBANKA_0511000,0.0010758738632918401,biotin--protein ligase 1
PBANKA_0511300,0.0251957522434366,"mitochondrial ribosomal protein S22 precursor, putative"
PBANKA_0511400,7.370163732141889e-36,"peroxiredoxin, putative"
PBANKA_0511900,1.58582402118543e-05,"60S ribosomal protein L3, putative"
PBANKA_0512800,0.0437885647742664,merozoite TRAP-like protein
PBANKA_0513000,0.00028251175678951804,"inner membrane complex protein 1m, putative"
PBANKA_0513600,1.1608751957463402e-08,"adenosine deaminase, putative"
PBANKA_0513900,1.50515174766881e-16,"conserved Plasmodium protein, unknown function"
PBANKA_0514000,2.48623621072859e-11,"transcription elongation factor SPT4, putative"
PBANKA_0514200,3.42272888356053e-05,"claudin-like apicomplexan microneme protein, putative"
PBANKA_0514900,1.3835008672132299e-08,ookinete surface protein P28
PBANKA_0515000,2.91656478754659e-10,ookinete surface protein P25
PBANKA_0515200,0.00179843369620725,"MORN repeat-containing protein 1, putative"
PBANKA_0515400,6.45534798885817e-07,"conserved Plasmodium protein, unknown function"
PBANKA_0515500,2.50476554754202e-08,"protein phosphatase inhibitor 3, putative"
PBANKA_0516200,1.35168778313801e-05,"phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative"
PBANKA_0516900,9.42523194074815e-05,"S-adenosylmethionine decarboxylase/ornithine decarboxylase, putative"
PBANKA_0517000,1.72676474738951e-11,early transcribed membrane protein
PBANKA_0517100,1.39781195150965e-12,"conserved Plasmodium protein, unknown function"
PBANKA_0517200,0.00615770268655416,"haloacid dehalogenase-like hydrolase, putative"
PBANKA_0517300,0.0314603158573486,"WD repeat-containing protein 70, putative"
PBANKA_0517400,1.11764901031216e-13,"pre-mRNA-splicing factor CEF1, putative"
PBANKA_0517500,1.39532918555879e-07,"bromodomain protein 1, putative"
PBANKA_0517700,0.0391889515872012,"ubiquitin-conjugating enzyme E2, putative"
PBANKA_0518000,0.00392394887834269,"ribosomal protein L27, putative"
PBANKA_0518200,4.31436960711506e-12,"flavoprotein subunit of succinate dehydrogenase, putative"
PBANKA_0518700,6.64177083558203e-06,"methionine--tRNA ligase, putative"
PBANKA_0518900,5.954799085504929e-27,"conserved Plasmodium membrane protein, unknown function"
PBANKA_0519000,4.29063445237042e-25,"S-antigen, putative"
PBANKA_0519100,9.488820442455107e-93,"conserved Plasmodium protein, unknown function"
PBANKA_0519200,2.15555955843655e-32,"conserved Plasmodium protein, unknown function"
PBANKA_0519300,2.73817139588028e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0519400,1.8075472886291898e-37,"conserved Plasmodium protein, unknown function"
PBANKA_0519500,0.00106660696027338,"conserved Plasmodium protein, unknown function"
PBANKA_0519800,0.00195515154570491,"acetyl-CoA transporter, putative"
PBANKA_0519900,0.0141220800108652,"conserved Plasmodium protein, unknown function"
PBANKA_0520100,0.0374667946133838,"conserved Plasmodium protein, unknown function"
PBANKA_0520200,0.00946800660008976,"ADP/ATP transporter on adenylate translocase, putative"
PBANKA_0520400,8.7665656314354e-10,"dynamin-like protein, putative"
PBANKA_0520500,0.00207205765633953,"TFIIH basal transcription factor complex helicase XPB subunit, putative"
PBANKA_0520900,0.049133183081655,"antigen UB05, putative"
PBANKA_0521221,1.06144741996911e-06,18S ribosomal RNA
PBANKA_0521241,1.83349169989724e-12,5.8S ribosomal RNA
PBANKA_0521261,6.51982364065825e-09,28S ribosomal RNA
PBANKA_0521700,6.37993970187846e-07,"AP2 domain transcription factor, putative"
PBANKA_0522400,3.30088533657438e-13,"steroid dehydrogenase, putative"
PBANKA_0522700,5.46359640013117e-38,alpha tubulin 2
PBANKA_0523700,6.950150935751019e-12,"conserved Plasmodium protein, unknown function"
PBANKA_0523800,0.000248880264982338,"asparagine rich protein, putative"
PBANKA_0523900,1.05190468795721e-11,"glideosome associated protein with multiple membrane spans 2, putative"
PBANKA_0524300,4.03069280337105e-06,tryptophan-rich protein
PBANKA_0524700,0.000771153318737515,"Plasmodium exported protein, unknown function"
PBANKA_0600031,0.0345682765023023,PIR protein
PBANKA_0600500,0.013941923862359,"XPA binding protein 1, putative"
PBANKA_0601200,0.0456276515192764,"dynein heavy chain, putative"
PBANKA_0601300,1.01028586807633e-10,"peptidyl-prolyl cis-trans isomerase, putative"
PBANKA_0602600,0.0121100159924631,cytochrome c1 heme lyase
PBANKA_0603000,0.0310320805586186,"conserved Plasmodium protein, unknown function"
PBANKA_0603200,6.937571740555701e-10,"eukaryotic translation initiation factor 5A, putative"
PBANKA_0603600,3.31491860965639e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0603800,1.42548872570441e-05,"O-phosphoseryl-tRNA(Sec) selenium transferase, putative"
PBANKA_0604300,1.96436098436182e-05,"tetratricopeptide repeat protein, putative"
PBANKA_0604800,1.62840644935693e-09,"eukaryotic translation initiation factor 3 subunit C, putative"
PBANKA_0605200,1.43206847772632e-07,"DNA-directed RNA polymerase III subunit RPC2, putative"
PBANKA_0605300,9.31499030776433e-06,"eukaryotic translation initiation factor 5, putative"
PBANKA_0605700,8.77335269330421e-09,"small subunit rRNA processing factor, putative"
PBANKA_0605900,0.0323127883291316,"conserved Plasmodium protein, unknown function"
PBANKA_0606300,4.506799290091979e-19,"conserved Plasmodium protein, unknown function"
PBANKA_0606400,0.0478462754072963,"conserved Plasmodium protein, unknown function"
PBANKA_0607000,3.21528939677498e-06,"conserved Plasmodium protein, unknown function"
PBANKA_0607100,2.2520734114000897e-20,"mitochondrial import inner membrane translocase subunit TIM10, putative"
PBANKA_0607500,0.0269319954636334,"conserved Plasmodium protein, unknown function"
PBANKA_0607600,0.00014446198591742702,"U6 snRNA-associated Sm-like protein LSm7, putative"
PBANKA_0609500,0.0306692343849141,"kinesin-7, putative"
PBANKA_0609900,0.00978916037535534,"heat shock protein DNAJ homologue Pfj4, putative"
PBANKA_0610200,1.7217541532930401e-12,"DNA replication licensing factor MCM5, putative"
PBANKA_0610400,1.7415261351795298e-18,"non-SERCA-type Ca2+ -transporting P-ATPase, putative"
PBANKA_0610900,2.2515465186597397e-13,"HSP40, subfamily A, putative"
PBANKA_0611500,2.1155135592731e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0611600,0.00025211231021391004,"ribonucleoside-diphosphate reductase large subunit, putative"
PBANKA_0613400,0.000887273991686532,"30S ribosomal protein S12, mitochondrial, putative"
PBANKA_0613700,1.16030843986327e-09,"RNA-binding protein, putative"
PBANKA_0613800,0.00023588245825376298,"protein SDA1, putative"
PBANKA_0614100,5.86518397993686e-10,"transcription initiation factor IIA subunit 1, putative"
PBANKA_0614700,0.0425332814814331,"conserved Plasmodium membrane protein, unknown function"
PBANKA_0615000,0.0120848619057286,"transcription initiation factor IIE subunit alpha, putative"
PBANKA_0615400,0.0075640855431032,"serine--tRNA ligase, putative"
PBANKA_0615900,0.0029865193868803897,cysteine repeat modular protein 2
PBANKA_0616000,0.00145169442214543,"mitochondrial ribosomal protein S8 precursor, putative"
PBANKA_0616100,2.33388942947578e-05,"prefoldin subunit 3, putative"
PBANKA_0616200,1.91626386019739e-06,"conserved Plasmodium protein, unknown function"
PBANKA_0616400,8.998826720021699e-10,"conserved Plasmodium protein, unknown function"
PBANKA_0616500,0.00041361669133896297,"conserved Plasmodium protein, unknown function"
PBANKA_0617100,2.47448548802564e-11,"60S ribosomal protein L11a, putative"
PBANKA_0617200,1.91509803976186e-18,"40S ribosomal protein S10, putative"
PBANKA_0617400,0.00396356251587107,"conserved Plasmodium protein, unknown function"
PBANKA_0617500,1.2614200924657098e-08,"exosome complex component CSL4, putative"
PBANKA_0618300,7.77307098600791e-06,"Ham1-like protein, putative"
PBANKA_0618400,0.000138226349704573,"conserved Plasmodium protein, unknown function"
PBANKA_0618900,0.000553399827955733,"conserved Plasmodium protein, unknown function"
PBANKA_0619100,2.6921513079588695e-27,"40S ribosomal protein S5, putative"
PBANKA_0619200,0.0398753437737567,"secreted ookinete protein, putative"
PBANKA_0619300,0.00620665951858304,"conserved Plasmodium protein, unknown function"
PBANKA_0619700,9.31499030776433e-06,"rhoptry-associated leucine zipper-like protein 1, putative"
PBANKA_0619800,0.000719523464110178,"zinc finger protein, putative"
PBANKA_0619900,5.44112403613635e-13,"Obg-like ATPase 1, putative"
PBANKA_0620000,0.0067323592413081395,"pre-mRNA-splicing factor CWC15, putative"
PBANKA_0620300,0.0276036443002276,"conserved Plasmodium protein, unknown function"
PBANKA_0620800,0.0012268396210420199,"conserved Plasmodium protein, unknown function"
PBANKA_0621000,0.00454172642571845,"dynactin subunit 5, putative"
PBANKA_0621100,3.2130881339019104e-08,"proteasome assembly chaperone 4, putative"
PBANKA_0621900,0.000244470575514139,"mitochondrial import inner membrane translocase subunit TIM14, putative"
PBANKA_0622400,0.007689781755220791,"kinesin-19, putative"
PBANKA_0622921,0.000895439477543394,18S ribosomal RNA
PBANKA_0622961,8.31201480809109e-18,28S ribosomal RNA
PBANKA_0623000,4.89735372274992e-08,"Plasmodium exported protein, unknown function"
PBANKA_0623200,4.31105471874156e-05,"lysophospholipase, putative"
PBANKA_0623300,6.391014056976259e-25,tryptophan-rich protein
PBANKA_0623400,0.000141618077246826,fam-a protein
PBANKA_0623500,8.48047087224888e-06,fam-a protein
PBANKA_0700761,0.00826767618823248,28S ribosomal RNA
PBANKA_0701100,0.000360937949445346,"conserved Plasmodium protein, unknown function"
PBANKA_0701200,0.0428014432804962,"conserved Plasmodium protein, unknown function"
PBANKA_0701500,0.0024591222391067897,"prohibitin, putative"
PBANKA_0701600,2.69113112196051e-08,"conserved protein, unknown function"
PBANKA_0702700,0.017860053599502,rhomboid protease ROM3
PBANKA_0702800,0.000796977603612561,protein disulfide isomerase
PBANKA_0703900,2.6072628218373195e-39,"receptor for activated c kinase, putative"
PBANKA_0706500,0.0106218212422034,"exonuclease, putative"
PBANKA_0706600,3.42272888356053e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0707400,0.00030275493128779197,"RNA-binding protein, putative"
PBANKA_0707500,4.58576532809082e-11,"RWD domain-containing protein, putative"
PBANKA_0707700,4.87820228321192e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0708000,0.000206906382656879,"protein transport protein SEC23, putative"
PBANKA_0709000,0.0249408581707526,"protein transport protein SEC61 subunit beta, putative"
PBANKA_0709100,0.00916225815893686,"60S ribosomal protein L22, putative"
PBANKA_0711900,3.51877013454951e-28,heat shock protein 70
PBANKA_0712700,1.27274475333256e-08,"zinc finger protein, putative"
PBANKA_0712800,2.5798166700444197e-09,"U4/U6.U5 small nuclear ribonucleoprotein, putative"
PBANKA_0713100,1.1569996838372999e-45,"rhoptry neck protein 5, putative"
PBANKA_0713200,0.0037307681923263204,"conserved Plasmodium protein, unknown function"
PBANKA_0713300,1.2354495403373702e-32,"protein kinase c inhibitor-like protein, putative"
PBANKA_0714000,0.0324754461048336,meiotic recombination protein DMC1
PBANKA_0714100,0.0064021750216056396,"trafficking protein particle complex subunit 2-like protein, putative"
PBANKA_0714200,1.41617448817374e-38,"chaperone protein ClpB1, putative"
PBANKA_0714300,6.554408788418969e-12,small heat shock protein HSP20
PBANKA_0714700,0.00132131478688779,"phosphopantothenoylcysteine decarboxylase, putative"
PBANKA_0714800,2.5115199585019697e-06,"ribosome assembly protein RRB1, putative"
PBANKA_0714900,3.05304735539986e-25,"dihydrolipoyl dehydrogenase, apicoplast, putative"
PBANKA_0715200,8.278714683713251e-08,"eukaryotic translation initiation factor 3 subunit G, putative"
PBANKA_0715600,0.0316258663252512,"26S protease regulatory subunit 6B, putative"
PBANKA_0716500,7.62727992488209e-12,"RNA-binding protein, putative"
PBANKA_0716900,1.6186753587358403e-05,"armadillo-domain containing rhoptry protein, putative"
PBANKA_0717300,0.0199283715591922,cdc2-related protein kinase 3
PBANKA_0717500,0.000957289216680609,"nuclear cap-binding protein subunit 2, putative"
PBANKA_0717800,4.462096336252e-12,"60S ribosomal protein L15, putative"
PBANKA_0718100,0.0017713877684375897,glutamyl-tRNA(Gln) amidotransferase subunit A
PBANKA_0718300,0.00225146028359516,"DNA helicase MCM9, putative"
PBANKA_0720500,0.00215989151764241,"conserved Plasmodium protein, unknown function"
PBANKA_0720600,5.6673774505388295e-05,"trafficking protein particle complex subunit 3, putative"
PBANKA_0720900,9.28903438265741e-08,"MOLO1 domain-containing protein, putative"
PBANKA_0722921,0.000131606716206342,PIR protein
PBANKA_0800300,0.00728967848673025,"conserved Plasmodium protein, unknown function"
PBANKA_0800500,7.84393579122345e-11,chitinase
PBANKA_0801200,0.00120559582033349,"erythrocyte membrane-associated antigen, putative"
PBANKA_0801500,0.008603019882193409,"conserved Plasmodium protein, unknown function"
PBANKA_0801800,2.38043801356957e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0801900,5.47816246571547e-06,"methyltransferase, putative"
PBANKA_0802200,0.0007573668533166911,"serine/threonine protein kinase, putative"
PBANKA_0803300,8.14908709186647e-05,"RNA helicase, putative"
PBANKA_0803400,0.0103846629230197,"40S ribosomal protein S29, putative"
PBANKA_0803500,0.000839415899573169,"ATP synthase subunit C, putative"
PBANKA_0803600,1.17772030899576e-07,"importin-7, putative"
