X__1,FDR,desc
PBANKA_0112600,1.47742865768831e-05,fam-b protein
PBANKA_0200400,0.01202779854211,"Plasmodium exported protein, unknown function"
PBANKA_0201051,2.8945685448778906e-16,"conserved rodent malaria protein, unknown function"
PBANKA_0201200,4.56527016033949e-13,"fam-a protein, pseudogene"
PBANKA_0201250,7.86653377468682e-05,"PIR protein, pseudogene"
PBANKA_0201340,0.00011157630404109799,fam-c protein
PBANKA_0201700,4.22874766766118e-30,"conserved Plasmodium protein, unknown function"
PBANKA_0203000,8.126562080569309e-20,"chromatin assembly factor 1 protein WD40 domain, putative"
PBANKA_0204600,5.38874062641455e-17,photosensitized INA-labeled protein PHIL1
PBANKA_0205900,0.00307128598827115,"lipid/sterol:H+ symporter, putative"
PBANKA_0206500,2.3793584717449203e-12,"ras-related protein Rab-5C, putative"
PBANKA_0207600,6.040847212036011e-05,"asparagine-rich antigen, putative"
PBANKA_0209100,0.0023915515542518397,thrombospondin related sporozoite protein
PBANKA_0209300,5.908072509621909e-16,actin-related protein
PBANKA_0209700,1.72477125743803e-07,"zinc-carboxypeptidase, putative"
PBANKA_0210100,0.0251936565792311,"vacuolar protein sorting-associated protein VTA1, putative"
PBANKA_0211500,1.82435224210933e-05,"proteasome subunit alpha type-5, putative"
PBANKA_0213200,4.85887107225168e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0213800,0.0316170902273679,"conserved Plasmodium protein, unknown function"
PBANKA_0214000,2.8459100262461304e-05,"dynein heavy chain, putative"
PBANKA_0214400,1.86949311714966e-07,AP2 domain transcription factor AP2-L
PBANKA_0214500,0.0348612672547713,"IMP1-like protein, putative"
PBANKA_0214600,5.743629456369809e-12,"Plasmodium exported protein, unknown function"
PBANKA_0214800,9.061740892883778e-08,"heat shock protein, putative"
PBANKA_0214900,5.08160621072704e-17,fam-a protein
PBANKA_0215800,0.04046718961969,fam-b protein
PBANKA_0216000,8.515069419471959e-07,PIR protein
PBANKA_0301300,0.0031230673731087602,"conserved Plasmodium protein, unknown function"
PBANKA_0302500,1.85369636063301e-16,hexose transporter
PBANKA_0304300,0.000441559366856346,"adenylosuccinate lyase, putative"
PBANKA_0304900,7.827692568464781e-13,serine repeat antigen 3
PBANKA_0305100,1.00254973290071e-25,serine repeat antigen 1
PBANKA_0305600,1.2936328297972901e-05,"acyl carrier protein, putative"
PBANKA_0306000,0.0268837081334073,6-cysteine protein
PBANKA_0306700,7.59781834799449e-07,"transporter, putative"
PBANKA_0307200,1.72477125743803e-07,"monocarboxylate transporter, putative"
PBANKA_0308100,5.0505072148608706e-08,"ubiquinol-cytochrome-c reductase complex assembly factor 1, putative"
PBANKA_0308900,0.020161405514349997,"conserved Plasmodium protein, unknown function"
PBANKA_0311400,0.000757730051096125,"serine/threonine protein kinase, putative"
PBANKA_0311700,4.167611968475121e-12,"rhoptry neck protein 6, putative"
PBANKA_0311800,6.78105369980293e-05,"acyl-CoA synthetase, putative"
PBANKA_0311900,0.00188113345735787,"RING zinc finger protein, putative"
PBANKA_0312500,0.0007464758191282019,"origin recognition complex subunit 5, putative"
PBANKA_0314200,0.0006234111959505429,calcium-dependent protein kinase 1
PBANKA_0316200,1.58787574552533e-43,"Plasmodium exported protein, unknown function"
PBANKA_0316300,0.00426898270765041,fam-b protein
PBANKA_0316600,0.00166570216940046,"reticulocyte binding protein, putative"
PBANKA_0316700,0.049772484027867,fam-b protein
PBANKA_0316800,0.00013291513032321202,erythrocyte membrane associated protein 2
PBANKA_0317021,0.014117333818597998,fam-b protein
PBANKA_0317061,8.68311672818099e-10,fam-a protein
PBANKA_0317161,1.27955525330757e-08,erythrocyte membrane antigen 1
PBANKA_0400800,1.00173785495231e-17,"fam-a protein, pseudogene"
PBANKA_0402700,0.00044422058837651396,inner membrane complex protein 1e
PBANKA_0402800,0.0325469787142484,"EH domain-containing protein, putative"
PBANKA_0403200,0.0296556137742482,circumsporozoite (CS) protein
PBANKA_0403500,0.0036955160793232,"elongation factor (EF-TS), putative"
PBANKA_0404200,1.38842454604442e-14,"ubiquitin-conjugating enzyme E2, putative"
PBANKA_0404400,4.63967638268854e-06,"conserved Plasmodium protein, unknown function"
PBANKA_0404900,3.1027607976096e-08,"conserved Plasmodium protein, unknown function"
PBANKA_0406800,3.72080791636635e-08,"pre-mRNA-processing factor 19, putative"
PBANKA_0407000,0.029093921150018,"conserved Plasmodium protein, unknown function"
PBANKA_0407300,0.00338956167174807,"conserved Plasmodium protein, unknown function"
PBANKA_0407500,0.00890401843896002,"N2227-like protein, putative"
PBANKA_0407600,2.10406201788868e-09,asparagine synthetase [glutamine-hydrolyzing]
PBANKA_0408200,8.246624207563309e-31,calcium-dependent protein kinase 3
PBANKA_0409000,0.008470804953475441,"conserved Plasmodium protein, unknown function"
PBANKA_0409400,0.000757730051096125,"protein kinase, putative"
PBANKA_0409700,0.000339378486347419,"plasmepsin VI, putative"
PBANKA_0410650,1.9124248660713102e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0412100,0.000757730051096125,serine/threonine protein phosphatase 6
PBANKA_0412800,1.1243788439182901e-05,"eukaryotic translation initiation factor 4E, putative"
PBANKA_0412900,8.521814171565759e-39,circumsporozoite- and TRAP-related protein
PBANKA_0413300,0.00371211220469359,"mitochondrial ribosomal protein L29/L47 precursor, putative"
PBANKA_0414400,0.00588048424262796,"formate-nitrite transporter, putative"
PBANKA_0415000,0.0156256956382576,"Maf-like protein, putative"
PBANKA_0415700,6.43955151933662e-08,"autophagy-related protein 3, putative"
PBANKA_0415900,0.0173682227361749,"conserved Plasmodium protein, unknown function"
PBANKA_0416100,0.000854578796209936,"dynein heavy chain, putative"
PBANKA_0416300,0.00711455618557113,"nucleoporin NUP100/NSP100, putative"
PBANKA_0416600,4.79650822293473e-10,"replication protein A1, small fragment"
PBANKA_0417300,0.0494856014399482,"AP-4 complex subunit epsilon, putative"
PBANKA_0417400,0.00805191929649072,"GTPase-activating protein, putative"
PBANKA_0417600,1.12520921992372e-11,LCCL domain-containing protein
PBANKA_0417700,4.418538383045809e-47,alpha tubulin 1
PBANKA_0417800,0.014186364281540001,"conserved Plasmodium protein, unknown function"
PBANKA_0418200,3.4544615568162996e-06,"ras-related protein RAB7, putative"
PBANKA_0501200,7.84841032507588e-14,early transcribed membrane protein
PBANKA_0501300,1.3500381359233802e-09,"DNA polymerase delta catalytic subunit, putative"
PBANKA_0501500,0.0219551908252755,"enoyl-CoA hydratase-related protein, putative"
PBANKA_0501700,0.0023738016993876602,"phosphomannomutase, putative"
PBANKA_0502700,1.41004844042136e-13,"pre-mRNA-splicing factor RDS3, putative"
PBANKA_0504400,0.020161405514349997,"conserved Plasmodium protein, unknown function"
PBANKA_0504500,0.0019447285690168102,"cytoplasmic dynein intermediate chain, putative"
PBANKA_0505000,7.037695933902579e-24,"dihydrolipoamide acyltransferase, putative"
PBANKA_0505100,8.73821376647556e-05,"ADP-ribosylation factor, putative"
PBANKA_0505600,0.0014964805418636099,"endomembrane protein 70, putative"
PBANKA_0506500,0.0263045502605391,ZIP domain-containing protein
PBANKA_0506600,1.0298973470846799e-22,"serine/arginine-rich splicing factor 4, putative"
PBANKA_0506900,1.79419923862775e-08,"phospholipid scramblase, putative"
PBANKA_0507100,2.9230730427738502e-05,"CDGSH iron-sulfur domain-containing protein, putative"
PBANKA_0507300,0.000173352954993569,"dynein heavy chain, putative"
PBANKA_0508300,0.0101112944769157,"conserved Plasmodium protein, unknown function"
PBANKA_0509000,0.0274142234890651,"exported protein 3, putative"
PBANKA_0509300,2.8838600849826e-07,"glutamine--fructose-6-phosphate aminotransferase [isomerizing], putative"
PBANKA_0510100,0.00585773734487576,"conserved Plasmodium protein, unknown function"
PBANKA_0512300,1.0177838678775901e-07,"RING zinc finger protein, putative"
PBANKA_0512800,3.3969868424144797e-06,merozoite TRAP-like protein
PBANKA_0512900,1.3017348935019399e-06,"conserved Plasmodium protein, unknown function"
PBANKA_0513000,9.81843612623178e-06,"inner membrane complex protein 1m, putative"
PBANKA_0513800,0.0156594703142994,"RAP protein, putative"
PBANKA_0514200,7.7663778805903e-18,"claudin-like apicomplexan microneme protein, putative"
PBANKA_0514300,0.0304819258777712,"conserved Plasmodium protein, unknown function"
PBANKA_0514900,5.17149362206862e-41,ookinete surface protein P28
PBANKA_0515000,4.5026996576599596e-08,ookinete surface protein P25
PBANKA_0515200,9.97990536811555e-06,"MORN repeat-containing protein 1, putative"
PBANKA_0515500,4.95076820192091e-07,"protein phosphatase inhibitor 3, putative"
PBANKA_0515700,0.00338956167174807,"conserved Plasmodium protein, unknown function"
PBANKA_0516200,3.32033977518569e-07,"phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative"
PBANKA_0516900,0.000991639980948586,"S-adenosylmethionine decarboxylase/ornithine decarboxylase, putative"
PBANKA_0517000,3.908009316003211e-13,early transcribed membrane protein
PBANKA_0517100,9.247751138945131e-16,"conserved Plasmodium protein, unknown function"
PBANKA_0517700,1.82720447196579e-05,"ubiquitin-conjugating enzyme E2, putative"
PBANKA_0517800,1.6417548822870002e-05,"Sec1 family protein, putative"
PBANKA_0518100,0.00296910065945893,"thioredoxin-like associated protein 2, putative"
PBANKA_0518200,1.50910556587579e-38,"flavoprotein subunit of succinate dehydrogenase, putative"
PBANKA_0518600,0.00258737875181574,"conserved Plasmodium protein, unknown function"
PBANKA_0518900,7.34786958107307e-08,"conserved Plasmodium membrane protein, unknown function"
PBANKA_0519000,3.01225089353932e-07,"S-antigen, putative"
PBANKA_0519200,6.09695588110022e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0519300,0.0218240298303674,"conserved Plasmodium protein, unknown function"
PBANKA_0519500,1.67693138198424e-11,"conserved Plasmodium protein, unknown function"
PBANKA_0519800,3.73309989570916e-19,"acetyl-CoA transporter, putative"
PBANKA_0520400,9.49772130942737e-06,"dynamin-like protein, putative"
PBANKA_0520600,7.586975553529359e-05,"enhancer of rudimentary homolog, putative"
PBANKA_0521221,7.790633112033979e-05,18S ribosomal RNA
PBANKA_0521241,6.388445832845558e-199,5.8S ribosomal RNA
PBANKA_0521261,1.3921192791310097e-26,28S ribosomal RNA
PBANKA_0522400,1.81437490857417e-06,"steroid dehydrogenase, putative"
PBANKA_0522700,2.1445948429345698e-26,alpha tubulin 2
PBANKA_0523700,0.0272954859814488,"conserved Plasmodium protein, unknown function"
PBANKA_0523900,1.6927304177067e-15,"glideosome associated protein with multiple membrane spans 2, putative"
PBANKA_0524100,0.019857213936584,"conserved Plasmodium protein, unknown function"
PBANKA_0524300,1.0806803269280601e-10,tryptophan-rich protein
PBANKA_0524400,1.9830837491296803e-05,tryptophan-rich protein
PBANKA_0524800,1.61326028193644e-07,early transcribed membrane protein
PBANKA_0600031,1.97988803917657e-08,PIR protein
PBANKA_0601100,3.7093821189715e-07,"mitochondrial phosphate carrier protein, putative"
PBANKA_0602400,0.00148666837988399,"major facilitator superfamily domain-containing protein, putative"
PBANKA_0602600,0.00454060396407363,cytochrome c1 heme lyase
PBANKA_0604200,0.000160686234747736,"zinc finger protein, putative"
PBANKA_0604300,0.00125075998462378,"tetratricopeptide repeat protein, putative"
PBANKA_0604700,0.0274556413248004,"shewanella-like protein phosphatase 2, putative"
PBANKA_0604900,0.000603321552983324,"conserved Plasmodium protein, unknown function"
PBANKA_0605000,0.0382078291295735,"rhodanese like protein, putative"
PBANKA_0605600,0.0355906365598284,"conserved Plasmodium protein, unknown function"
PBANKA_0605900,1.20216987197515e-09,"conserved Plasmodium protein, unknown function"
PBANKA_0606200,0.000540950483847226,"blood stage antigen 41-3 precursor, putative"
PBANKA_0606300,0.000794620366381425,"conserved Plasmodium protein, unknown function"
PBANKA_0606400,0.0400696900154302,"conserved Plasmodium protein, unknown function"
PBANKA_0606700,0.0261297253041849,cysteine repeat modular protein 3
PBANKA_0606900,0.0010367539641586699,"amino acid transporter, putative"
PBANKA_0607000,0.00533401304541976,"conserved Plasmodium protein, unknown function"
PBANKA_0607100,0.00306859953798293,"mitochondrial import inner membrane translocase subunit TIM10, putative"
PBANKA_0607400,0.00259089286845473,"protein phosphatase PPM11, putative"
PBANKA_0607500,0.0251175464448634,"conserved Plasmodium protein, unknown function"
PBANKA_0609300,5.081352401684939e-05,"GPI mannosyltransferase 1, putative"
PBANKA_0609500,4.75997917883623e-06,"kinesin-7, putative"
PBANKA_0609600,3.7186868535785e-05,"heat shock protein 20, putative"
PBANKA_0610200,1.496729649502e-13,"DNA replication licensing factor MCM5, putative"
PBANKA_0610400,0.00827734088384865,"non-SERCA-type Ca2+ -transporting P-ATPase, putative"
PBANKA_0613300,0.0162476251910744,"LITAF-like zinc finger protein, putative"
PBANKA_0613600,0.000574091763776153,"phosphopantothenate--cysteine ligase, putative"
PBANKA_0614100,0.00493295004510728,"transcription initiation factor IIA subunit 1, putative"
PBANKA_0615200,0.00194129378988325,calcium-dependent protein kinase 4
PBANKA_0615500,0.0045436755144462205,"conserved Plasmodium protein, unknown function"
PBANKA_0616000,2.3826943795961496e-30,"mitochondrial ribosomal protein S8 precursor, putative"
PBANKA_0616200,8.73821376647556e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0616400,1.80493491826292e-06,"conserved Plasmodium protein, unknown function"
PBANKA_0617500,0.0113017432843066,"exosome complex component CSL4, putative"
PBANKA_0618400,0.0181217458681801,"conserved Plasmodium protein, unknown function"
PBANKA_0618700,0.00625959789727602,"conserved Plasmodium protein, unknown function"
PBANKA_0618900,6.07257367625505e-12,"conserved Plasmodium protein, unknown function"
PBANKA_0619200,0.0108758846555711,"secreted ookinete protein, putative"
PBANKA_0620300,0.00964324649364319,"conserved Plasmodium protein, unknown function"
PBANKA_0621000,1.3789743146749402e-05,"dynactin subunit 5, putative"
PBANKA_0622300,0.000347363679631934,"kelch domain-containing protein, putative"
PBANKA_0622921,3.88075540129922e-09,18S ribosomal RNA
PBANKA_0622961,1.96523561297561e-06,28S ribosomal RNA
PBANKA_0623000,1.22974118473652e-13,"Plasmodium exported protein, unknown function"
PBANKA_0623100,9.094595899283059e-05,tryptophan-rich protein
PBANKA_0623200,1.3375135244928003e-10,"lysophospholipase, putative"
PBANKA_0623300,0.000103274174037623,tryptophan-rich protein
PBANKA_0623400,1.47432711930188e-36,fam-a protein
PBANKA_0623500,0.0035521452673985205,fam-a protein
PBANKA_0700400,0.000133506046668915,fam-b protein
PBANKA_0700500,7.6618395052435e-17,fam-a protein
PBANKA_0700700,1.0399474306287801e-05,"Plasmodium exported protein, unknown function"
PBANKA_0700800,2.2756318404311394e-13,"Plasmodium exported protein (PHIST), unknown function"
PBANKA_0701000,8.19952769971082e-10,"sporozoite and liver stage tryptophan-rich protein, pseudogene"
PBANKA_0701200,0.0255088030056499,"conserved Plasmodium protein, unknown function"
PBANKA_0701500,2.42134666478398e-13,"prohibitin, putative"
PBANKA_0701900,2.22632211073411e-16,"GPI-anchored micronemal antigen, putative"
PBANKA_0705900,0.0136333837114709,"lipase maturation factor, putative"
PBANKA_0706500,0.0155725762798666,"exonuclease, putative"
PBANKA_0706600,0.000236321573693935,"conserved Plasmodium protein, unknown function"
PBANKA_0707400,7.30317824985293e-09,"RNA-binding protein, putative"
PBANKA_0707700,3.0854840227524706e-08,"conserved Plasmodium protein, unknown function"
PBANKA_0707800,4.837677535297401e-07,"U5 small nuclear ribonucleoprotein 40 kDa protein, putative"
PBANKA_0708000,0.00189618051243269,"protein transport protein SEC23, putative"
PBANKA_0708900,0.000119176443637211,"conserved Plasmodium protein, unknown function"
PBANKA_0710300,0.000757730051096125,"protein transport protein YIF1, putative"
PBANKA_0711400,0.00562445656833181,perforin-like protein 4
PBANKA_0711600,0.0015786923210291699,perforin-like protein 5
PBANKA_0712600,0.0119005568247957,14-3-3 protein
PBANKA_0712700,2.2569590835581696e-09,"zinc finger protein, putative"
PBANKA_0712800,0.0382002259278634,"U4/U6.U5 small nuclear ribonucleoprotein, putative"
PBANKA_0713100,0.000213170012313611,"rhoptry neck protein 5, putative"
PBANKA_0713300,3.2299273822493893e-25,"protein kinase c inhibitor-like protein, putative"
PBANKA_0714300,8.22772666350425e-11,small heat shock protein HSP20
PBANKA_0714700,0.00227255815344209,"phosphopantothenoylcysteine decarboxylase, putative"
PBANKA_0714900,2.60468461716404e-06,"dihydrolipoyl dehydrogenase, apicoplast, putative"
PBANKA_0715700,0.0264970787385004,"lysine decarboxylase-like protein, putative"
PBANKA_0716200,0.032659642926324,"calmodulin-like protein, putative"
PBANKA_0716500,2.24665519828818e-06,"RNA-binding protein, putative"
PBANKA_0719300,0.0181217458681801,"bifunctional dihydrofolate reductase-thymidylate synthase, putative"
PBANKA_0720400,0.0045546482892595,"conserved Plasmodium protein, unknown function"
PBANKA_0720900,0.0306735196375979,"MOLO1 domain-containing protein, putative"
PBANKA_0721000,3.28341099950307e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0722801,0.019980642996548,fam-b protein
PBANKA_0800500,0.0,chitinase
PBANKA_0801400,0.0152008219473755,"conserved Plasmodium protein, unknown function"
PBANKA_0802100,3.0385308555743498e-06,"phosphoinositide-binding protein, putative"
PBANKA_0802200,0.00809423707807735,"serine/threonine protein kinase, putative"
PBANKA_0803100,2.66857971533189e-11,"DNA replication licensing factor MCM7, putative"
PBANKA_0803800,3.39151411546896e-13,"conserved Plasmodium protein, unknown function"
PBANKA_0804400,0.0284581832693281,"conserved Plasmodium protein, unknown function"
PBANKA_0804500,0.008470804953475441,"rhoptry-associated membrane antigen, putative"
PBANKA_0804900,0.0127754448773812,"E3 ubiquitin-protein ligase, putative"
PBANKA_0805750,1.1790387672183702e-06,unspecified product
PBANKA_0805800,2.42900952915271e-12,"RNA-binding protein, putative"
PBANKA_0806200,1.2239471024107e-07,"E3 ubiquitin-protein ligase RBX1, putative"
PBANKA_0806300,1.4303198423176099e-05,"P-type ATPase, putative"
PBANKA_0806600,4.33447729396343e-05,"cleavage and polyadenylation specificity factor, putative"
PBANKA_0807300,7.25220183000919e-06,"conserved Plasmodium protein, unknown function"
PBANKA_0808000,0.000208154313722316,"cdc2-related protein kinase 4, putative"
PBANKA_0808100,0.00046455583407135496,6-cysteine protein
PBANKA_0810900,0.0179583272507263,"FHA domain protein, putative"
PBANKA_0811200,0.0263087925361533,"SET domain protein, putative"
PBANKA_0811300,0.0013237367316117,"exportin-7, putative"
PBANKA_0811500,8.201872195432759e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0811600,0.0009557338417027821,"selenide water dikinase, putative"
PBANKA_0812200,3.0717084779797804e-05,"conserved Plasmodium protein, unknown function"
PBANKA_0812400,0.0016250213692178,cysteine repeat modular protein 1
PBANKA_0815000,0.000100021771820884,"pseudouridylate synthase, putative"
PBANKA_0816400,0.00713212317378222,"ATP-dependent 6-phosphofructokinase, putative"
PBANKA_0816800,0.0233451159101067,"glycolipid transfer protein, putative"
PBANKA_0817000,0.0402783696792315,"major facilitator superfamily domain-containing protein, putative"
PBANKA_0817700,0.0202636009172339,"RNA-binding protein musashi, putative"
PBANKA_0818700,0.0481808746379761,"GPN-loop GTPase, putative"
PBANKA_0819000,0.000133506046668915,"glideosome-associated protein 50, putative"
PBANKA_0819500,0.0024919574883466,"ATP-dependent DNA helicase Q1, putative"
PBANKA_0819800,0.00023499219780349502,gamma-glutamylcysteine synthetase
PBANKA_0820100,0.0205170056433019,"PPPDE peptidase, putative"
PBANKA_0820200,1.2324665309494199e-05,"thioredoxin-like protein 1, putative"
PBANKA_0821400,0.0400875450486141,"ADP-ribosylation factor, putative"
PBANKA_0821700,2.1099787713391102e-08,"inosine-5'-monophosphate dehydrogenase, putative"
PBANKA_0822900,0.0153642512936969,"dynein intermediate chain, putative"
PBANKA_0823200,0.0214437219657854,"conserved Plasmodium protein, unknown function"
PBANKA_0823300,0.03931257510252201,"para-aminobenzoic acid synthetase, putative"
PBANKA_0823500,3.83155524511149e-05,"glutamine synthetase, putative"
PBANKA_0823800,1.18027648657275e-17,"3-oxoacyl-[acyl-carrier-protein] reductase, putative"
PBANKA_0824200,3.03995317099732e-10,perforin-like protein 3
PBANKA_0826200,2.27050351300087e-06,"protein phosphatase-beta, putative"
PBANKA_0827100,0.0135569635812801,"protein kinase, putative"
PBANKA_0827200,7.10235216206996e-06,"monocarboxylate transporter, putative"
PBANKA_0827400,0.0441004892369419,"conserved Plasmodium protein, unknown function"
PBANKA_0827500,0.00125144716108182,"glutamine-dependent NAD(+) synthetase, putative"
PBANKA_0828600,0.00707242232046408,"cytochrome c oxidase subunit 5B, putative"
PBANKA_0830400,3.3320901267723902e-09,G2 protein
PBANKA_0831000,2.30889716192406e-09,merozoite surface protein 1
PBANKA_0833000,9.473744696264392e-13,profilin
PBANKA_0836200,0.009614794610544779,"conserved Plasmodium protein, unknown function"
PBANKA_0836300,0.0038215272243308103,cytoadherence linked asexual protein 9
PBANKA_0836500,0.0476400208707705,"conserved rodent malaria protein, unknown function"
PBANKA_0836700,5.09310745295076e-08,fam-a protein
PBANKA_0836800,7.524415441692621e-08,erythrocyte membrane associated protein 1
PBANKA_0836941,0.000386490566773485,fam-b protein
PBANKA_0901000,3.3956068386398603e-16,fam-a protein
PBANKA_0901200,0.0365390219212463,"peroxisome assembly protein 22, putative"
PBANKA_0901300,0.0184837527986394,membrane associated erythrocyte binding-like protein
PBANKA_0901600,2.03745715486482e-08,"protein farnesyltransferase subunit beta, putative"
PBANKA_0902100,1.22174465123138e-05,sporozoite and liver stage asparagine-rich protein
PBANKA_0903100,0.0108758846555711,"conserved Plasmodium protein, unknown function"
PBANKA_0903400,0.0128715946018634,"conserved protein, unknown function"
PBANKA_0903700,8.19767234181815e-22,"cysteine-rich PDZ-binding protein, putative"
PBANKA_0904900,0.0146087928815143,"mitochondrial large subunit ribosomal protein, putative"
PBANKA_0907100,0.00487637675657294,inner membrane complex protein 1b
PBANKA_0907200,0.00960541695602534,"EELM2 domain-containing protein, putative"
PBANKA_0907800,3.4337360498901296e-12,"conserved Apicomplexan protein, unknown function"
PBANKA_0908500,0.0348612672547713,"myosin K, putative"
PBANKA_0908600,6.32344487140113e-27,"conserved Plasmodium protein, unknown function"
PBANKA_0908700,0.0005501453536271599,"P-loop containing nucleoside triphosphate hydrolase, putative"
PBANKA_0908800,0.0222665528176989,"conserved Plasmodium protein, unknown function"
PBANKA_0909000,0.0038034833107419203,"carbonic anhydrase, putative"
PBANKA_0909100,1.38121168738117e-05,"conserved protein, unknown function"
PBANKA_0909400,0.0405993353046761,"conserved Plasmodium protein, unknown function"
PBANKA_0909500,8.58350684733156e-05,"AAA family ATPase, putative"
PBANKA_0909800,0.0157019413739873,"RNA-binding protein, putative"
PBANKA_0909900,0.0450117651497283,"WD repeat-containing protein, putative"
PBANKA_0910300,0.00313465389604197,"guanylyl cyclase, putative"
PBANKA_0910700,0.00196943774928002,"conserved Plasmodium protein, unknown function"
PBANKA_0910900,0.0273628144494442,sporozoite surface protein essential for liver stage development
PBANKA_0912600,0.028640305787308997,"conserved Plasmodium protein, unknown function"
PBANKA_0912700,0.0107427892757081,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative"
PBANKA_0913400,3.44307883448783e-10,protein phosphatase PPM8
PBANKA_0913500,0.000509840934528779,PQ-loop repeat-containing protein
PBANKA_0914300,4.5710343830268795e-11,"protein disulfide isomerase related protein, putative"
PBANKA_0915600,0.000121884379785244,aquaglyceroporin
PBANKA_0915700,6.90592126752544e-07,"50S ribosomal protein L2, putative"
PBANKA_0916700,0.0350451538563198,"conserved Plasmodium protein, unknown function"
PBANKA_0917400,0.0305840560510382,armadillo repeat protein PF16
PBANKA_0917990,0.014331088060461001,small nucleolar RNA snoR13
PBANKA_0918400,3.93170652563421e-08,"conserved Plasmodium protein, unknown function"
PBANKA_0918900,0.0119005568247957,"conserved Plasmodium protein, unknown function"
PBANKA_0919200,0.0182764328901586,fam-d protein
PBANKA_0919900,0.000449498914027843,"ATP-dependent 6-phosphofructokinase, putative"
PBANKA_0920800,1.79419923862775e-08,"CRAL/TRIO domain-containing protein, putative"
PBANKA_0921200,0.0237343774481726,"conserved Plasmodium protein, unknown function"
PBANKA_0921300,0.00175840263676479,"deoxyuridine 5'-triphosphate nucleotidohydrolase, putative"
PBANKA_0922500,0.00027123761460937204,"kelch domain-containing protein, putative"
PBANKA_0923300,0.00016910728191068,"conserved Plasmodium protein, unknown function"
PBANKA_0924100,0.0114835453473448,"conserved Plasmodium protein, unknown function"
PBANKA_0924600,1.54660091816872e-06,"mitochondrial ribosomal protein L37, putative"
PBANKA_0925100,0.00965608689441146,leucine-rich repeat protein
PBANKA_0925400,0.0164187682136606,"dynein heavy chain, putative"
PBANKA_0925800,0.0336822406263814,"conserved Plasmodium protein, unknown function"
PBANKA_0928100,8.246624207563309e-31,"phosphoglycerate mutase, putative"
PBANKA_0928600,0.00132074248275392,"AP-4 complex subunit mu, putative"
PBANKA_0929100,0.00137315617682203,"acyl-CoA-binding protein, putative"
PBANKA_0929500,0.00217065312946219,"histone acetyltransferase, putative"
PBANKA_0931100,0.00556743961403219,"conserved Plasmodium protein, unknown function"
PBANKA_0931200,7.75411678983759e-05,heat shock protein 101
PBANKA_0931400,4.75641069527984e-09,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3, putative"
PBANKA_0931500,1.58858750690839e-06,"folate transporter 2, putative"
